run_name,3x2ptFoM Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median WeakLensingNvisits gri band non-DD HealpixSlicer,Total detected SNNSNMetric_reducen_sn DDF excluded HealpixSlicer,Total detected SNSLMetric HealpixSlicer,Total detected KNePopMetric_all_ztfrest_simple all models UserPointsSlicer,Effective Area (deg) Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median Median Inter-Night Gap WFD all bands HealpixSubsetSlicer,Median Median Inter-Night Gap WFD r band HealpixSubsetSlicer,Mean Median Season Length WFD all bands HealpixSubsetSlicer,fONv MedianNvis fO HealpixSlicer,Median Median Inter-Night Gap WFD u band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD g band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD i band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD z band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD y band HealpixSubsetSlicer
ddf_accordion_short_v5.0.0_10yrs,41.21758585158791,399.0,105846.18224000001,10.354132445996292,4112.0,17681.39922366365,26.317003043952425,2.9816020345442666,8.009249439375708,188.01431826934336,771.0,25.960048194843694,20.02838687282565,8.936558098750538,9.933877585091977,20.365433835706426
ddf_accordion_v5.0.0_10yrs,41.25725508628689,399.0,107037.93538,10.381457370466542,4188.0,17681.39922366365,26.32453283751009,2.983432522698422,7.98578930410622,187.26776650082925,771.0,26.079770584608923,20.42470382074498,8.904433622905344,9.943816535262158,19.923588025252684
ddf_all_dither_0.0_v5.0.0_10yrs,41.254083175265365,403.0,108563.449178,10.454781202366004,4352.0,17661.256176178584,26.332968270057723,2.9766412644821685,7.995039626886864,187.450968329108,776.0,25.949436193084694,20.44545068660227,8.85926872616983,9.855482357848814,19.89587946906977
ddf_all_dither_0.1_v5.0.0_10yrs,41.27906058532122,402.0,,10.449392503983642,4181.0,17673.00628721154,26.332502167660003,2.978063456446762,8.000832493220514,187.93123320501132,777.0,25.954909436459275,20.428251271276167,8.854630728979828,9.90735201633288,20.30943653522445
ddf_all_dither_0.2_v5.0.0_10yrs,41.27180932624738,,,10.42321925839829,,17667.97052534027,26.333370444245343,2.976238166940675,7.986557870688557,187.78487015453868,777.0,26.049314047970256,19.999716398924647,8.716367084285594,9.910585515142884,19.94744733049083
ddf_all_dither_0.4_v5.0.0_10yrs,41.29130746365692,402.0,108951.947457,10.420812219702078,4315.0,17676.363461792385,26.33336172058515,2.9791141592559143,7.988317543587982,188.05565667436386,776.0,26.02532035862896,20.72871058165765,8.856392469906496,9.900355574533023,19.902610854871455
ddf_all_dither_0.8_v5.0.0_10yrs,41.24005170153788,403.0,109045.80734500001,10.516823342105635,4276.0,17658.73829524295,26.33139455358065,2.980174693320805,7.98748615819386,187.94984589550893,776.0,26.424107869010186,20.22140685518025,8.75108504108357,9.831569944906732,19.90860553699713
ddf_dither_0.0_v5.0.0_10yrs,41.23751189008877,403.0,109206.97956900002,10.47358912654516,4286.0,17651.18465243605,26.33430466766881,2.976056729527045,7.974897371488623,187.13066773711486,777.0,26.00318302903179,20.363784230330566,8.501105823754187,9.959966015048849,19.979867984717202
ddf_dither_0.1_v5.0.0_10yrs,41.29000963978547,403.0,108831.486127,10.441520553267699,4295.0,17683.077810954073,26.33007817636205,2.973791518539656,7.974356802451439,186.65337043299215,777.0,25.994202119651163,19.980368102524153,8.820770162263216,9.917802476526049,19.927605579861847
ddf_dither_0.2_v5.0.0_10yrs,41.32927043495058,403.0,109012.128692,10.406094787884955,4214.0,17686.434985534917,26.336202360264327,2.978952144208961,7.987980196954595,187.37249101794262,777.0,26.00892409084372,19.92113013443668,8.825821015194379,9.900940130377421,19.938329247519505
ddf_dither_0.4_v5.0.0_10yrs,41.37680507646859,402.0,109070.78709,10.52869523046854,4163.0,17713.292382181677,26.33330510129915,2.977309051217162,7.997458912064758,187.50441676266234,777.0,26.05761935846931,20.045352629244007,8.58939863607884,9.914806064909499,19.922485781315117
ddf_dither_0.8_v5.0.0_10yrs,41.310923577857764,402.0,,10.384115508627133,,17681.39922366365,26.334901160148046,2.9796785322778305,7.9908871244842885,188.1080731611462,778.0,25.980228218539196,20.349256946590685,8.790086756975143,9.923892870992859,19.887633615939194
ddf_scaled_down_v5.0.0_10yrs,41.26539167490554,407.0,111857.012442,10.515755772758144,4291.0,17653.702533371685,26.33857931832474,2.9705179504344414,7.946468980786449,186.4984164026191,785.0,26.00524894973205,19.919719958408677,8.08861668901045,9.456239551589533,19.48314522176952
four_roll_v5.0.0_10yrs,41.1438631836819,403.0,110253.34544599999,10.460433110571463,4299.0,17631.880898596195,26.32505169505486,2.9518288622457476,7.783784135444876,186.77906098479465,780.0,25.47699961231592,19.9358934188931,8.003139077676678,8.984838669573946,18.861742171015067
moredt_v5.0.1_10yrs,40.77421265433597,392.0,93016.261709,10.490426376539844,3980.0,17553.826589591554,26.291820353074463,2.978371744226024,7.994105510224472,186.53517936919835,740.0,25.954730814559298,20.966638464158677,8.902414956464781,9.842300830196109,19.421833761687594
nes_all_v5.0.0_10yrs,41.213925960064074,402.0,108217.85308,,4148.0,17653.702533371685,26.328639773232965,2.983955093412078,7.994520120950256,188.76946066950583,776.0,25.98409479705151,20.00108601539614,8.921247179257989,9.892232060099559,19.958929752221593
nes_early_v5.0.0_10yrs,41.28143115646519,402.0,107516.18518400002,10.399471553895888,4280.0,17676.363461792385,26.331446268457466,2.977007412304374,7.996590612616274,188.14748620380288,777.0,26.15425112106459,20.34536097336786,8.835190947336741,9.941300702372246,19.86845500587151
new_performance_v5.0.0_10yrs,41.25753357438109,408.0,112798.341968,10.49889573442211,4246.0,17672.16699356633,26.32872453160508,2.9737624142871937,7.9471726031042635,187.5564231823717,786.0,25.983746520571003,19.976811719025136,8.367740705822143,9.34409159111783,20.330389517395815
noroll_v5.0.0_10yrs,41.48147233419739,402.0,100492.352781,11.006491910450276,3786.0,17702.38156479393,26.359448174897402,3.8084711243227503,9.992732382241229,194.8558025446671,777.0,28.93070527099917,23.511136680497657,10.89153123620963,12.042833723480726,23.82676180989074
poor_weather_v5.0.1_10yrs,38.91306966140975,319.0,60237.943159999995,,2922.0,17064.518394433446,26.19529174392946,3.9087679534059134,10.034043947956889,181.51403344282235,604.0,28.49017059551079,23.491481754461347,10.860711524182989,12.946882670885316,23.3279218822463
production_templates_y1_v5.0.1_10yrs,40.7730518935325,406.0,94544.14462800001,11.161240933131314,4039.0,17612.577144756335,26.267171579224097,2.9752553481976065,8.0576281155154,185.42042275684466,760.0,25.957690963277855,20.470358710401342,8.912013239911175,9.949360395392432,19.90615098476701
pty1_gs_v5.0.1_10yrs,41.00365431575901,407.0,102424.13405,11.277847503604049,4116.0,17629.36301766056,26.300316110599233,2.9547629059343308,7.932038737591938,179.44095802792768,762.0,26.04091002875066,18.948115341219818,8.016446349829494,9.445075326022561,19.923262012171108
pty1_okrepeat_v5.0.1_10yrs,40.74928628198876,408.0,87332.04945800001,10.005346425158601,3504.0,17610.898557465913,26.263856162073168,3.0232730820771394,8.914228237808857,182.6652987846121,764.0,26.04190452902185,20.95533739680468,8.999470455741175,10.259751205190696,21.44845582914786
retro_baseline_v2.0_10yrs,34.60210036528449,446.0,74866.992902,8.464468313682344,2088.0,15092.178328187203,26.25368893028,3.887056930012477,8.96666875153096,164.96436134767154,844.0,22.934029764814113,19.507280846541107,9.984025829922757,13.902530365732673,22.40323615219677
retrospec_no_too_v5.0.1_10yrs,42.07442699901473,459.0,142605.24782,11.552153866534734,0.0,17855.133008222365,26.4171311582437,2.823199181606469,6.865965863738893,181.31810673198865,868.0,22.508423721457802,14.028223431945662,6.962746903740481,7.989407120965552,11.773132026322855
retrospec_v5.0.1_10yrs,41.278630610777405,417.0,,,0.0,17657.89900159774,26.339260248178338,2.9491165070103307,7.034611118622706,186.4458901719002,788.0,25.46354927559878,19.94232405425646,7.996944577760587,8.97676707300343,15.954242028188673
templates_all_v5.0.0_10yrs,41.246860849667286,400.0,105532.18993400001,10.775651872085419,4046.0,17671.32769992112,26.327052367953417,2.986013467760131,8.476718682713908,191.29089800698023,773.0,26.02514131856333,20.9762213598151,8.980749154776277,10.038765518551372,20.928267243381924
tma_10_v5.0.0_10yrs,40.967995709804526,387.0,100338.072347,9.990704500097301,,17590.755509980845,26.310509547278365,2.997404586392804,8.369917087300564,186.69524282926758,747.0,26.848642065504464,20.966393862974655,8.979803409480155,10.007754319303785,20.789282278765313
tma_20_v5.0.0_10yrs,41.435024386856696,,116759.168044,10.961234943206613,,17701.54227114872,26.35033126810562,2.9576883391982847,7.963777365368514,189.34018983801536,805.0,25.875916183056688,19.92482606579142,8.039104236353523,9.084942635610787,19.40837033419666
twosnaps_v5.0.0_10yrs,40.4440546546209,365.0,88771.38182899999,9.235796697129746,3580.0,17486.683097974663,26.26383266103937,3.0218394306466507,8.959226498271164,183.68622350732346,706.0,26.984989469714492,21.74297180965368,9.094255786039867,10.924091655197117,21.863511955767535
weather_cloudso0v5.0.0_10yrs,41.32927043495058,403.0,109012.128692,10.406094787884955,4214.0,17686.434985534917,26.336202360264327,2.978952144208961,7.987980196954595,187.37249101794262,777.0,26.00892409084372,19.92113013443668,8.825821015194379,9.900940130377421,19.938329247519505
weather_cloudso10v5.0.0_10yrs,41.492893029294365,439.0,120699.132182,,4554.0,17722.524612278998,26.352327547045718,2.9578618864998134,7.047307627279224,194.19417696144268,848.0,24.94018785341177,19.873594674198102,8.019451485877653,8.986842193102348,18.732762907240613
weather_cloudso12v5.0.0_10yrs,41.47350053897732,438.0,123185.124277,,4697.0,17697.345802922664,26.360175384863044,2.9549752781313146,7.073870532203728,192.79029956208285,847.0,24.967420739263616,19.703439973487548,8.014662575256807,8.987681751126729,18.77877148157131
weather_cloudso14v5.0.0_10yrs,,,,,,,,2.9572116970466595,7.0235700569501205,191.2044098702802,846.0,24.943761417696805,19.309182927967413,8.009401802672073,8.993247475711541,17.985455997328245
weather_cloudso16v5.0.0_10yrs,41.69130207067715,441.0,125591.41417599999,,4646.0,17792.185984831525,26.360736198556324,2.9384850118258328,6.989088049078418,190.24641817589008,854.0,24.978696593432687,18.915727897961915,7.989586148058152,8.921853401896442,17.943717641763214
weather_cloudso18v5.0.0_10yrs,41.71212873877849,449.0,126252.685062,11.38516443127687,4812.0,17793.025278476736,26.36479855566067,2.9344786026431393,6.980626484795721,192.88969496750767,871.0,24.930575163791218,18.927811558838584,7.9749965096816595,8.552081971898588,17.878467676175205
weather_cloudso1v5.0.0_10yrs,41.45891597304848,404.0,113972.735484,,4363.0,17711.613794891255,26.350491100107167,2.9728750526683143,7.93836395798462,187.20605460392792,782.0,26.013004398269914,20.389199770608684,8.056878720090026,9.893027268190053,20.437003553453906
weather_cloudso20v5.0.0_10yrs,41.52521233940452,442.0,119028.97510999998,,4578.0,17744.34624705449,26.348725192007734,2.956818830491102,7.006639498502409,193.04934917083207,856.0,24.897490379667943,19.438260396009355,8.00958074511982,9.003691163901749,19.358606129086184
weather_cloudso2v5.0.0_10yrs,41.4877457199447,410.0,114792.12871799999,,4517.0,17721.685318633787,26.351666651288955,2.957497226265332,7.497926659916629,187.09454361458066,794.0,25.965178190441293,19.930950887057406,8.005254782907286,9.069443878091988,19.037512988448725
weather_cloudso30v5.0.0_10yrs,41.37254748064208,427.0,114684.318277,11.002141331811195,4496.0,17704.899445729563,26.33629450460502,2.9519141032633343,7.03895336250207,191.35272348103783,828.0,25.86681202460386,19.8356799174162,8.062338282983546,9.080147077605943,17.950735788390375
weather_cloudso31v5.0.0_10yrs,41.417229566103636,429.0,117832.51668,11.205862183341285,4542.0,17691.470747406187,26.351411200023627,2.964746593930613,7.053655755917134,192.20590095141853,830.0,24.96876394523497,19.514234101106922,8.024369263068365,9.045604714867295,19.751996111279368
weather_cloudso35v5.0.0_10yrs,,427.0,,,4562.0,,,2.9619990136507113,7.499616787124978,191.98615712441443,824.0,25.44806124239949,19.44778365791717,8.025774302081118,9.044625195429035,19.3558447043215
weather_cloudso36v5.0.0_10yrs,41.573063758897206,437.0,121989.70409700001,11.109356356855438,4600.0,17739.31048518322,26.361025329433172,2.9476516692957375,6.991465001014149,193.43913710609456,845.0,24.918576918384133,19.88255441634101,7.994762984661065,8.970966456827227,17.877121257148247
weather_cloudso4v5.0.0_10yrs,41.65489229551413,425.0,119422.610814,,4676.0,17769.525056410825,26.36387460397644,2.9491920220825705,7.508820400338664,187.30910171381205,824.0,25.86760934074846,19.92496344218671,7.997563300818001,8.989542896850253,17.92055879282634
weather_cloudso6v5.0.0_10yrs,41.67046336414306,438.0,124604.67354300001,,4785.0,17767.846469120403,26.368022754046226,2.9421924845373724,7.023683111601713,190.5499451616119,849.0,25.02205218135714,19.851666343427496,7.981281790604044,8.933083701425858,18.638249737367005
weather_cloudso8v5.0.0_10yrs,41.58495248073857,438.0,,,4684.0,17748.542715280546,26.359123697081166,2.953268841949466,7.03879142004007,194.71244908283253,849.0,24.99079681341027,18.969245292275446,8.005220961929808,9.017172364807266,18.41480817162119
