,3x2ptFoM Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median WeakLensingNvisits gri band non-DD HealpixSlicer,Total detected SNNSNMetric_reducen_sn DDF excluded HealpixSlicer,Total detected SNSLMetric HealpixSlicer,Total detected KNePopMetric_all_multi_color_detect all models UserPointsSlicer,Effective Area (deg) Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,fONv MedianNvis fO HealpixSlicer,Median Median Inter-Night Gap WFD all bands HealpixSubsetSlicer,Median Median Inter-Night Gap WFD r band HealpixSubsetSlicer,Mean Median Season Length WFD all bands HealpixSubsetSlicer,Median Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median Median Inter-Night Gap WFD u band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD g band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD i band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD z band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD y band HealpixSubsetSlicer
too_elab_r16_d2_ugrizy_v3.4_10yrs,41.73552071237671,432.0,148815.657105,,22951.0,17751.06059621618,815.0,2.892947630762137,5.9582458034874435,175.01770104202924,26.390618935998567,25.44108409094588,18.367289964626252,6.927100091785178,7.944309433756644,12.889871768016747
too_elab_r16_d3_giz_v3.4_10yrs,41.72777732317472,433.0,149008.11958899998,10.348952830301478,22818.0,17733.435429666744,816.0,2.895043289572641,5.961534727770413,175.57036051402062,26.39772335071765,25.920245259309013,17.91910041687879,6.939441722788615,7.9668489367140864,12.94847028904951
too_elab_r16_d3_griz_v3.4_10yrs,41.6440303224384,432.0,149965.64385,10.358927661487314,22892.0,17709.09591395562,815.0,2.882422016687997,5.9460687183527625,175.04531995358886,26.391044719167756,25.47378581918929,18.025352442111398,6.930676313761069,7.933650791786931,11.996997196460143
too_elab_r16_d3_gz_v3.4_10yrs,41.71434567080878,433.0,149964.605449,10.307335807195887,23110.0,17732.596136021533,816.0,2.9057488096441375,5.951488696591696,174.77006683392983,26.395093778267636,25.44059348002338,18.077415645973815,6.94105899376882,7.948077860797639,11.617108773178188
too_elab_r16_d3_ugrizy_v3.4_10yrs,41.680603108410295,433.0,149713.841784,,22984.0,17725.881786859845,816.0,2.888401528409304,5.946279662835877,174.45769859030477,26.390857499599786,25.014700787025504,17.95940372046607,6.913545000759768,7.95677425446047,12.063505991791317
too_elab_r256_d2_giz_v3.4_10yrs,41.652258656987385,430.0,143252.955563,10.063242353856836,22286.0,17721.685318633787,809.0,2.9293562540678977,5.965213994049918,177.07111451273084,26.38663477218976,25.435553424907994,19.869010291673476,6.985487413681767,8.00948124214483,13.926090769200528
too_elab_r256_d2_griz_v3.4_10yrs,41.58119574051315,429.0,143708.678127,10.105524246147205,21869.0,17689.792160115765,806.0,2.9309046379530628,5.99078300515248,176.87216072344643,26.386707783553774,25.44719592364345,19.94961311595398,6.982362148963148,8.003104797779088,13.96359963476425
too_elab_r256_d2_gz_v3.4_10yrs,41.63964005380567,430.0,145061.362382,10.093082604503039,22449.0,17720.006731343365,810.0,2.9271682912440156,5.971018214731885,177.0290965941202,26.384679000617677,25.32445591616124,19.942920966786915,6.945250139848213,8.0098003841631,13.950010479231423
too_elab_r256_d2_ugrizy_v3.4_10yrs,41.65237730201433,428.0,140699.001313,,21815.0,17730.0782550859,805.0,2.937308988857694,6.011048705096982,176.5080884043967,26.38252339453649,25.592720472275687,19.956806423586386,6.989970736109171,8.0018307706614,13.030294284399133
too_elab_r256_d3_giz_v3.4_10yrs,41.53795527648572,429.0,143019.712287,10.048682027350809,22042.0,17690.631453760976,808.0,2.9317822125085513,5.979646095220232,176.9466370977833,26.37694029329566,25.935188416908204,19.91608389168323,6.991486041319149,8.007288128719665,13.039322472941421
too_elab_r256_d3_griz_v3.4_10yrs,41.61381927468199,429.0,141089.45571200002,10.082664946455381,21771.0,17721.685318633787,806.0,2.9379775272100233,6.000524895556737,176.94162601383246,26.378215293280107,25.91733826573909,20.01635032687409,6.997699764619028,8.028093354500015,14.392056131542631
too_elab_r256_d3_gz_v3.4_10yrs,41.67602246250924,431.0,144328.80607599998,10.101196013278685,22231.0,17730.91754873111,810.0,2.9290871121556847,5.977459526722669,176.95616803000402,26.3873337894113,25.728835455294757,19.98163430470595,6.9590322071671835,8.000214828101889,13.867890634784999
too_elab_r256_d3_ugrizy_v3.4_10yrs,41.60747587029077,428.0,140675.70059599998,,21876.0,17719.167437698154,804.0,2.938775495858863,6.015497827022045,175.80390036098277,26.378067051131033,25.989901168708457,20.36028136968889,6.991891773082898,8.008641817286843,14.518594485143694
too_elab_r32_d2_giz_v3.4_10yrs,41.72255825013818,433.0,147707.459954,10.296036912088846,22979.0,17742.66765976407,815.0,2.897569570221094,5.937678403643076,174.9195758693778,26.391898038773533,25.876938598128618,18.821868243256176,6.960347060710774,7.953713646427786,11.94088864450896
too_elab_r32_d2_griz_v3.4_10yrs,41.644676509385135,432.0,148625.74177,10.343073635073496,22669.0,17708.25662031041,815.0,2.905565297976864,5.9681526619133365,174.96184411895516,26.39160534785026,25.42170386948237,18.688365465175593,6.930377371674695,7.952498710690634,13.923570468825346
too_elab_r32_d2_gz_v3.4_10yrs,41.74650887796144,432.0,149321.131613,10.3775588785044,22993.0,17741.828366118858,816.0,2.9015052710674354,5.965446663663897,174.84076733692768,26.397760110357734,25.947188994869066,18.350809936313453,6.954520602506818,7.951255479805695,12.04447315041034
too_elab_r32_d2_ugrizy_v3.4_10yrs,41.75499123800181,432.0,148143.464425,,22869.0,17751.06059621618,814.0,2.8963624223397346,5.982566772850987,175.0459206710384,26.395033651449715,25.938334100639622,18.504475329900743,6.9372616270811704,7.970083949519903,12.904808175211656
too_elab_r32_d3_giz_v3.4_10yrs,41.711388479090964,433.0,147865.82042499998,10.28272310158552,22766.0,17735.114016957166,815.0,2.904491981904357,5.967042825979661,174.70716392998827,26.39316196490646,25.86259150304977,18.95050696508588,6.931422063909849,7.958932661034851,12.961336875205234
too_elab_r32_d3_griz_v3.4_10yrs,41.693745801953966,433.0,147809.525981,10.319046534031827,22769.0,17726.721080505056,815.0,2.896650105001754,5.975555981363868,174.37797109822725,26.39338778627356,25.415032925047853,18.697966330102645,6.949085573905904,7.967621967156447,12.865761454224412
too_elab_r32_d3_gz_v3.4_10yrs,41.67565047764924,433.0,149234.79944099998,10.327409817395557,23029.0,17726.721080505056,815.0,2.9017677350202575,5.972639415693266,175.58327345990165,26.38933386181823,25.89216280644905,18.77665774805064,6.9376025562414725,7.968629537288507,12.997443180876871
too_elab_r32_d3_ugrizy_v3.4_10yrs,41.66474147084541,432.0,147769.001507,,22888.0,17713.292382181677,814.0,2.9016239265074546,5.968663536492386,175.17641405559903,26.393581716159645,25.55390965647166,18.75946921796276,6.946687937808747,7.948495545093465,12.484645149776043
too_elab_r64_d2_giz_v3.4_10yrs,41.68585546871386,433.0,147917.64689600002,10.297351412342618,22563.0,17725.881786859845,815.0,2.900289907018305,5.9745008885820425,175.2301608709314,26.392034087045275,25.035962451511296,19.06163245940843,6.955526742833172,7.936609208267328,12.426891184959459
too_elab_r64_d2_griz_v3.4_10yrs,41.589819394952556,432.0,145932.03016,10.233817753073001,22566.0,17694.82792198703,814.0,2.911929050413164,5.959028261582716,174.94839917406665,26.386123554174073,25.50233852220117,18.917202681608615,6.9559119188306795,7.969574761460535,12.9909056699762
too_elab_r64_d2_gz_v3.4_10yrs,41.78297328362735,432.0,148970.42711999998,10.29915643595601,22833.0,17767.00717547519,815.0,2.9032976989547024,5.961860706833249,175.55338470504694,26.393369989926075,24.999504900872125,19.009755547253008,6.946593776061491,7.956532997344766,12.045637105740752
too_elab_r64_d2_ugrizy_v3.4_10yrs,41.66559378839237,431.0,147364.25360400003,,22592.0,17726.721080505056,813.0,2.912376876520284,5.9765385818063805,175.51390394671492,26.38709745349267,25.941659499581874,19.027978981004708,6.9459985103603685,7.975867380067939,13.003470352959994
too_elab_r64_d3_giz_v3.4_10yrs,41.62756544208759,433.0,145851.73774299998,10.20453944996089,22520.0,17709.935207600833,815.0,2.9157642357386067,5.968348130758386,176.28460641146884,26.386982747874118,25.05996704482459,18.91591352065734,6.956854906540684,7.964644117015268,13.80542039861757
too_elab_r64_d3_griz_v3.4_10yrs,41.64822562454839,433.0,145462.652769,10.184331779110634,22413.0,17723.36390592421,814.0,2.9117883472081303,5.972072124484839,174.6040714954843,26.38491576885986,25.88590870721964,18.931512461418606,6.947733817152766,7.96802995305552,13.380995752642775
too_elab_r64_d3_gz_v3.4_10yrs,41.72123575157727,434.0,147439.750078,10.310957664658744,22583.0,17741.828366118858,815.0,2.9054154205186933,5.953166456059989,176.41860759343524,26.392020074376678,25.91159597326623,18.91980159994273,6.939569731366646,7.973148205572215,12.839654479135788
too_elab_r64_d3_ugrizy_v3.4_10yrs,41.71427441730261,433.0,146118.115236,,22640.0,17748.542715280546,814.0,2.9278075440743123,5.985591725426275,175.23872207749844,26.38710557767245,25.519358520037713,18.87390654155024,6.962329993213643,7.983291724038281,12.943600868411522
too_elab_r8_d2_giz_v3.4_10yrs,41.658636109135486,433.0,149121.90367699997,10.417882030463531,23039.0,17714.9709694721,816.0,2.881095061213273,5.955035527320433,174.812081553403,26.391380108323105,24.987441750534344,17.983226445050605,6.951467782859254,7.943650624190923,12.450244999568895
too_elab_r8_d2_griz_v3.4_10yrs,41.73229134947081,433.0,150949.607266,10.357829972400669,22866.0,17738.47119153801,817.0,2.8972141698832274,5.9531398514445755,174.9854430408903,26.396211612968607,25.894441897649813,17.99098352463625,6.948135427272064,7.934254775798763,13.390769755013025
too_elab_r8_d2_gz_v3.4_10yrs,41.77502278481174,433.0,150015.75166799998,10.37742450614075,23174.0,17759.45353266829,816.0,2.8997360601824766,5.954926694594178,174.64428112493627,26.39536934966455,25.438721946386067,17.96205848547106,6.956635195663694,7.949252036287362,12.454602307068853
too_elab_r8_d2_ugrizy_v3.4_10yrs,41.698905289645936,433.0,149486.364959,10.34140026505392,22746.0,17736.79260424759,816.0,2.901888213817074,5.956552146622926,174.23827204739194,26.389517824179546,25.564896533061983,18.391514439923412,6.9394275564736745,7.923559082593783,12.423007943558332
too_elab_r8_d3_giz_v3.4_10yrs,41.71484028719712,433.0,150189.796264,10.364735592681807,22995.0,17739.31048518322,816.0,2.8993162509177637,5.944018979525936,175.00183031156868,26.391838922006272,25.413298067951473,18.02148878733169,6.955182707224594,7.962028497749998,12.520554316080961
too_elab_r8_d3_griz_v3.4_10yrs,41.7337027725152,433.0,149049.52232,10.323308780665943,22960.0,17752.7391835066,816.0,2.9037642625589797,5.944472815397603,174.90665500045574,26.389369651623028,25.409637840206415,17.976276799941843,6.9324456180329435,7.945862778535229,13.047165649513772
too_elab_r8_d3_gz_v3.4_10yrs,41.7735935552806,432.0,149935.372276,10.334022340769957,23024.0,17755.257064442234,816.0,2.8930315406469163,5.9658346014985,174.7590707495015,26.397166252292028,25.863493927194213,18.068744574658922,6.942516362345486,7.907559863924689,12.444953410831658
too_elab_r8_d3_ugrizy_v3.4_10yrs,41.691119780516544,433.0,149138.186163,10.385625384177839,22874.0,17721.685318633787,816.0,2.9051308974776475,5.962893638134119,175.36157282853475,26.395317845395603,25.489163094849573,17.99912960835354,6.954162489002556,7.958865423555835,12.089162658445275
too_example_10_1v3.4_10yrs,41.77353314164057,432.0,151327.58091199998,10.278734548197043,22979.0,17761.971413603926,814.0,2.8790392636110482,5.98172671613429,176.75972435747858,26.393757123079325,25.459779918272034,17.94980826742176,6.945683971232938,7.9665953815419925,12.83421119869854
too_ignore_100_1v3.4_10yrs,41.77041100874017,432.0,149768.542923,10.375482578466219,23007.0,17768.685762765614,815.0,2.895850992157648,5.96553738316652,175.45076444496146,26.389668702949724,25.442142039872124,17.973918624171347,6.95135273975211,7.942199825944044,12.791728319651156
too_ignore_100_4v3.4_10yrs,41.580278645098815,429.0,147515.08467200003,10.297199781509761,22677.0,17699.024390213086,810.0,2.9137024723204377,5.978143937118148,176.67775124740882,26.38198938708827,26.01429592684144,18.92466075395714,6.970422974165558,7.978740148993893,14.494784332091513
too_ignore_10_1v3.4_10yrs,41.80776886438644,433.0,151959.67533,10.345462355175158,22987.0,17782.114461088993,816.0,2.8944615646396414,5.9493450317313545,174.65834474284338,26.391406430482792,25.4734731439421,17.96775546815479,6.940094596338895,7.938266142908105,12.85297224529495
too_ignore_10_4v3.4_10yrs,41.75546727564619,432.0,150902.070879,10.380144827657434,23332.0,17755.257064442234,816.0,2.8917695681229816,5.9673539637442445,175.17906140235135,26.3930276916678,25.85659697934534,18.4589445115962,6.945165159144381,7.929237905704213,13.0183223998647
too_ignore_5_1v3.4_10yrs,41.70828342392315,433.0,151050.869495,10.41569524841556,23000.0,17733.435429666744,817.0,2.8787540204066318,5.95723461680609,174.7338746483119,26.393302394062015,25.454007446678588,17.881549660902238,6.959264428835013,7.967033819651988,12.97832892536826
too_ignore_5_4v3.4_10yrs,41.66191805416872,433.0,150857.643947,10.33986809490991,23328.0,17710.774501246044,817.0,2.887143311130785,5.954557861601643,174.59890058181756,26.394205231552693,25.48748661254649,17.98181350580853,6.933758568055055,7.927575122594135,12.039703921185719
uniform_u_expt38_nscale1.1v3.4_10yrs,41.59661524717856,424.0,147122.87394000002,10.542165059214096,23115.0,17707.4173266652,804.0,2.946202686202014,6.061015502367809,174.34435672828442,26.38144144630834,24.938702862593345,18.916924131564883,7.075248142113196,8.08723309088964,16.467914871938774
weather_cloudso0v3.4_10yrs,41.789689461813865,433.0,151098.44051299998,10.436160434230871,23306.0,17762.810707249137,817.0,2.886861616922033,5.968159687427033,174.69493211669706,26.397033250714287,25.836451700492034,17.933632442996895,6.925056547001077,7.902797883456515,12.465101526089711
weather_cloudso10v3.4_10yrs,41.87972920992618,460.0,155932.39858,10.773645872921891,23732.0,17784.632342024626,867.0,2.893337412591791,5.898962620904058,177.09586231130245,26.406879869816212,25.363412026685182,17.87583418502436,6.916039884392376,7.553895187711532,11.025037391884325
weather_cloudso12v3.4_10yrs,41.88087724666795,457.0,151780.444113,10.854808404267148,23569.0,17780.43587379857,863.0,2.8395854740629147,5.171407477202592,174.48593365354978,26.40933505294533,25.030900492609362,17.552407088489417,6.768135107187845,7.536792295381019,10.861805948334222
weather_cloudso14v3.4_10yrs,41.9130239281926,460.0,152211.086407,10.766679158602326,23715.0,17804.775389509694,867.0,2.7683501466890448,5.041610037522332,172.83310494588807,26.404338866302453,24.040168859930418,17.459389695432037,6.039239885007191,7.3931852552668715,10.959797173938568
weather_cloudso16v3.4_10yrs,41.857665329983824,462.0,154251.58795800002,10.848110018871342,23810.0,17760.292826313504,871.0,2.8175498367727414,5.07131028400363,173.973253999874,26.41429370367497,24.994347106206988,17.058823964136536,6.090949953431846,7.140739423237392,9.429789171848824
weather_cloudso18v3.4_10yrs,41.87477396702576,464.0,153474.601266,10.76486671596333,23823.0,17785.471635669837,875.0,2.779104765093507,5.051556506899942,176.69945231474227,26.40526978605359,24.9302523413171,17.078603888156067,6.476168868179229,7.108832338642969,10.202851952410128
weather_cloudso1v3.4_10yrs,41.87791089207464,440.0,156244.06368100003,10.585524753282758,23203.0,17781.275167443782,829.0,2.7951700728899596,5.047587700140866,173.4942904599462,26.408191250112203,25.41103498910161,17.889555275589373,6.459111543681502,7.851815774007264,11.040642030466188
weather_cloudso20v3.4_10yrs,41.757155672827494,460.0,148592.808103,10.853364536954423,23789.0,17739.31048518322,868.0,2.8583767758245813,5.105236637878988,175.99762772930083,26.401481981800103,24.943050134279474,17.444921782451274,6.835526017777738,7.840589847874071,10.942146576348023
weather_cloudso2v3.4_10yrs,41.973677054132146,445.0,159131.93232300002,10.653807552124768,23470.0,17814.007619607015,839.0,2.244688309423509,5.022663760035357,174.76883416176778,26.414130667479238,24.96851277233509,17.389108957286226,6.040014583464654,7.453287015599926,9.49324461714059
weather_cloudso30v3.4_10yrs,41.657286614836636,447.0,144351.04013,10.633670460330837,22709.0,17708.25662031041,842.0,2.8504302448727685,5.160897878760807,173.0472699824603,26.39442337921355,25.880403099639807,17.89586261038494,6.7660710252821445,7.910895453351259,11.636902868294783
weather_cloudso31v3.4_10yrs,41.803041870173814,448.0,148670.19196099997,10.830940585530357,23281.0,17754.417770797023,844.0,2.8774886988758226,5.8583308613160625,176.54677129954118,26.404410417053704,25.52665123085717,18.05031440372295,6.901439351488079,7.945103143792949,12.503500464032186
weather_cloudso35v3.4_10yrs,41.77230347141622,453.0,150024.44780100003,10.723038673195688,23339.0,17740.989072473643,855.0,2.8524073097505607,5.880980207122775,173.39243109408153,26.404130842829318,25.301700013220398,17.986949100635684,6.403696737903374,7.4799722042625945,11.030285051470855
weather_cloudso36v3.4_10yrs,41.79665392657339,454.0,150066.88838100003,10.749933408499622,23429.0,17759.45353266829,856.0,2.897919252527572,5.544791581847676,175.44187164107672,26.400348766500507,25.417310690183513,17.954438466227657,6.747706591406313,7.930598114353415,11.502451805368764
weather_cloudso4v3.4_10yrs,41.93035883522731,455.0,157592.68238399999,10.785849843955063,24093.0,17783.793048379415,857.0,2.4322249189353897,5.048627558913722,174.52919373753858,26.41954217523711,24.934795760695124,16.9922313591087,6.021312327640771,7.063650636198872,10.004010490658402
weather_cloudso6v3.4_10yrs,42.096258335169665,469.0,163197.22241599998,11.131738745302794,24476.0,17842.543603544196,885.0,2.1688192326055287,5.0137686275720625,176.94202447907236,26.429528381987346,24.93875748764185,16.955791191874596,6.024363754093429,7.048693431192078,9.049644999273369
weather_cloudso8v3.4_10yrs,41.90446998610379,460.0,150234.97584499998,10.74890825216492,24043.0,17778.75728650815,867.0,2.8655233615681936,5.1630049206651165,177.4633736757895,26.415890818349567,24.95463650161946,17.85847014643514,6.524053431423454,7.881012272191583,10.180401660665666
ddf_half_v3.3_10yrs,41.62867934406745,426.0,149008.598057,10.271377050903478,22599.0,17714.9709694721,802.0,2.89142255317347,6.033665455972368,175.56347855363535,26.384747483550413,25.977762890728627,18.85898130217538,6.976203033942511,7.985164622519733,12.52555792010935
ddf_loaded_fl15_v3.3_10yrs,41.786634619846524,427.0,151769.16901399998,10.363075711484267,22558.0,17776.239405572513,805.0,2.8739852654980496,5.996946353479871,175.9445036125442,26.389553041619784,25.876317526282946,17.93528110430634,6.956990699556627,7.960946458362741,10.996410114687023
ddf_loaded_fl1_v3.3_10yrs,42.00710961955919,444.0,161089.748738,10.640814160587581,23564.0,17820.721968768707,836.0,2.78215965858908,5.961878910124142,175.96255405724438,26.41879902003245,25.940029763442,17.87147334061774,6.874410098651424,7.89953271266495,10.517316056437267
ddf_loaded_fl2_v3.3_10yrs,41.92103718659273,439.0,157496.422369,10.501393366680274,23359.0,17799.739627638428,826.0,2.822202721821668,5.989636645845167,176.50673891864815,26.408877241852476,25.922863002415397,17.822829493678,6.87164855753872,7.9202827631779655,10.916087225294177
ddf_loaded_fl4_v3.3_10yrs,41.84366551134326,434.0,154483.117304,10.40827526062354,22892.0,17777.078699217724,818.0,2.84738004483188,5.985579002433951,175.97708005023392,26.402274158678626,25.93998930892485,17.47018897380258,6.945773381312392,7.930622391451834,10.084475478161039
ddf_loaded_fl8_v3.3_10yrs,41.682350169550105,430.0,152177.492119,10.368961452248652,22918.0,17728.39966779548,811.0,2.861225585342254,6.010734131878053,176.15840490383405,26.389994495355584,25.89141505509906,17.968688360639135,6.960843185543126,7.979196811264046,12.003810138106928
ddf_loaded_half_fl15_v3.3_10yrs,41.69868767705346,426.0,150027.35711500002,10.369245106889084,22608.0,17736.79260424759,802.0,2.8714243668928248,5.997632638456707,175.5816913331631,26.389469116421466,26.00269290148026,17.973080126423156,6.956145808493602,7.948644649841299,10.925379484302539
ddf_loaded_half_fl1_v3.3_10yrs,41.9416050097111,442.0,160222.41872800002,10.634387063546871,23192.0,17807.293270445327,834.0,2.7601528556679114,5.971542720397338,176.4479234250863,26.409873887097145,25.914247951473953,16.993522685752396,6.85635889355035,7.776815845056262,10.499820425353391
ddf_loaded_half_fl2_v3.3_10yrs,41.8599951129295,437.0,157707.34126000002,10.534744437758867,23190.0,17765.32858818477,824.0,2.8234539887780556,5.985359587077255,176.51039799698847,26.41222127809528,25.9289736877181,17.949637595263994,6.909355808747932,7.893487273224309,10.953348495037062
ddf_loaded_half_fl4_v3.3_10yrs,41.77304242858243,432.0,155608.903879,10.450182767157603,22755.0,17749.382008925757,815.0,2.8365267269255128,5.996132843996747,176.2281055215347,26.400022130417728,25.667819227674045,17.912960193909385,6.933383376323036,7.9194463051098865,11.111757120143011
ddf_loaded_half_fl8_v3.3_10yrs,41.813538778231305,429.0,153094.72207299998,10.4671473196481,22869.0,17781.275167443782,808.0,2.8650517656715238,5.998285503221268,175.683740558393,26.39315161627536,25.961392095319752,18.069297628349887,6.927794878472923,7.944283414741221,10.483053208197816
m2_baseline_v3.3_10yrs,41.70937756105347,430.0,150164.865612,10.333246814992304,22903.0,17730.91754873111,810.0,2.8870298428591923,6.005976483604172,176.00546823116568,26.39481221171537,25.91386700025032,18.00795694025146,6.952875206912722,7.971450373992411,11.957324992545182
mw_roll_all_v3.3_10yrs,41.72216547565009,429.0,151203.804277,10.412251965280742,22877.0,17742.66765976407,810.0,2.870611180391279,5.988806391542312,175.52601534462468,26.391809450349804,25.537656609831174,17.04661057120029,6.911247372230719,7.936168488486146,11.98247608494421
mw_roll_bulge_v3.3_10yrs,41.728760642089995,430.0,151144.263848,10.381741715920809,22833.0,17742.66765976407,810.0,2.8884510098214378,5.972319224852981,175.94755683430955,26.3932994434048,25.920877747463237,17.50294335659055,6.929088882418,7.96709949444994,12.552040582191694
no_high_blob_v3.3_10yrs,41.67327648612646,428.0,151738.083343,10.276606472015478,22832.0,17722.524612278998,807.0,2.88505674728367,6.000488713798404,175.682474537205,26.39089103310334,25.88997995405225,17.975284707321407,6.963367752090562,7.9756540662565385,12.045937426177261
noroll_v3.3_10yrs,41.98448604927327,429.0,152274.368239,10.79997542209334,24748.0,17805.614683154905,808.0,3.138638541866385,8.029816764697898,183.76227920578145,26.421267507765926,29.884754776154296,22.931561690857052,9.081283630206599,10.988384748328826,20.36168099790666
reweight_bulge_v3.3_10yrs,41.746497270780885,431.0,151545.651892,10.321983857355535,22722.0,17749.382008925757,812.0,2.858719452851801,5.994957741582766,175.7996846783444,26.393946434001275,25.933059570235855,18.41420639752323,6.958120942224923,7.90275806362115,11.916877467898303
reweight_plane_v3.3_10yrs,41.769125793217995,430.0,150298.94865700003,10.344742856144517,22851.0,17767.846469120403,810.0,2.8874582344269584,6.005358632655771,176.64136697647575,26.389798897031575,25.97794857430017,17.852033511599075,6.948005332751563,7.9863145906711,13.923033058967121
roll_mid1_const_season2v3.3_10yrs,41.7737901576848,429.0,150003.30284000002,10.32029707653065,23325.0,17766.16788182998,809.0,2.949911871455697,6.886103157470643,177.34732529176685,26.39170084706549,26.946560094103916,19.75117618056538,7.180005039233947,8.47752789063452,15.379768902897922
roll_mid1_const_season4v3.3_10yrs,41.811697212346985,429.0,152019.547776,10.391546224322187,23207.0,17782.114461088993,809.0,2.9505300281380187,6.862510360318993,176.52505379166084,26.392304937660874,26.919593850921956,18.996883286366938,7.138638410651765,8.162005451995356,15.391967512634437
roll_mid1_const_season6v3.3_10yrs,41.74099892011946,430.0,149148.10464099998,10.395248751830623,23072.0,17743.50695340928,809.0,2.9467870812513866,6.542994519440981,176.0122173044053,26.395655268587856,26.45656370200959,18.91535670671874,7.071620073176746,8.54629672300507,15.9794028946053
roll_mid1_const_season_v3.3_10yrs,41.87274095535702,430.0,150895.631781,10.390883247419868,23239.0,17798.900333993217,809.0,2.9444985574409657,6.748495686493698,177.6671196189307,26.397875544323668,26.877430016513244,18.991809157865646,7.095587069856265,8.095325045818754,15.439287679866538
roll_mid2_const_season2v3.3_10yrs,41.893332849885184,430.0,149392.88353300001,10.385877826536536,23803.0,17790.507397541103,809.0,2.982748063228428,7.036026634761583,179.95578247052023,26.407064195858396,27.925167290533864,20.386683954757245,8.004488932125241,9.052517636424454,17.467183562373975
roll_mid2_const_season4v3.3_10yrs,41.845167920810866,429.0,149323.01683,10.498973225877933,23553.0,17782.953754734204,809.0,2.980866370606236,7.012480834462622,178.4569004859471,26.39961124896057,27.513327182343346,20.073248948552646,7.97978681063978,9.034761182534567,17.90757848938665
roll_mid2_const_season6v3.3_10yrs,41.845167920810866,429.0,149323.01683,10.498973225877933,23553.0,17782.953754734204,809.0,2.980866370606236,7.012480834462622,178.4569004859471,26.39961124896057,27.513327182343346,20.073248948552646,7.97978681063978,9.034761182534567,17.90757848938665
roll_mid2_const_season_v3.3_10yrs,41.861233657523925,429.0,150498.814196,10.476231496275236,23699.0,17786.31092931505,809.0,2.9792964404023223,6.998857892205706,179.2425225122345,26.40164581822463,27.918836316606757,20.40590731998418,7.992798089066127,9.002816699256073,17.043218663562584
roll_mid3_const_season2v3.3_10yrs,41.66803687914022,433.0,150444.349613,10.282084844653733,23177.0,17714.131675826888,817.0,2.9104839505816926,6.0216410569064465,177.40507207157503,26.393901891479928,26.509852543584202,18.658687948081933,6.9908979117863055,8.002086806991429,12.973124414937047
roll_mid3_const_season4v3.3_10yrs,41.71333348651305,432.0,152440.319927,10.347266754357344,23142.0,17733.435429666744,817.0,2.903203600191773,6.009143690358542,175.64889164180912,26.39444320154708,25.985058230227878,17.971153760427114,6.978425800945843,7.977824708732442,11.984766636302083
roll_mid3_const_season6v3.3_10yrs,41.70972141195825,433.0,151053.236343,10.34108916124941,23142.0,17721.685318633787,818.0,2.913995624949166,6.044984586391365,176.27212979173143,26.39953835200481,25.95207945161019,17.983757688416517,6.983925650049059,7.970252844694187,12.105962654255563
roll_mid3_const_season_v3.3_10yrs,41.795014683946064,430.0,152910.228661,10.33930749705235,22962.0,17775.4001119273,811.0,2.883917419851059,6.012961894979526,176.0280820268672,26.391882854979453,25.930451747179177,17.963355572395812,6.955074217599758,7.955133380746702,12.05997631696664
rolling_phased_ps1_-91_ps2_91_ps3_273_v3.3_10yrs,40.791991568027655,432.0,123913.718583,11.06821881896615,20619.0,17537.88001033254,813.0,2.0631386149434547,5.057771788815444,170.17164440100328,26.30165633758446,24.44573126280011,14.979387749757734,5.995448958266934,6.990790388092137,7.998254619677027
rolling_phased_ps_-182_psf_0_v3.3_10yrs,41.620036189342976,431.0,141003.439105,10.536654732065056,22641.0,17733.435429666744,810.0,2.9744817612190673,6.987808547266468,185.59168691359167,26.373844211397945,27.15879898044659,19.71969378632639,7.951950478469371,8.974422551276803,16.81243668308889
rolling_phased_ps_-182_v3.3_10yrs,41.620036189342976,431.0,141003.439105,10.536654732065056,22641.0,17733.435429666744,810.0,2.9744817612190673,6.987808547266468,185.59168691359167,26.373844211397945,27.15879898044659,19.71969378632639,7.951950478469371,8.974422551276803,16.81243668308889
rolling_phased_ps_0_psf_0_v3.3_10yrs,41.87274095535702,430.0,150895.631781,10.390883247419868,23239.0,17798.900333993217,809.0,2.9444985574409657,6.748495686493698,177.6671196189307,26.397875544323668,26.877430016513244,18.991809157865646,7.095587069856265,8.095325045818754,15.439287679866538
rolling_phased_ps_0_v3.3_10yrs,41.87274095535702,430.0,150895.631781,10.390883247419868,23239.0,17798.900333993217,809.0,2.9444985574409657,6.748495686493698,177.6671196189307,26.397875544323668,26.877430016513244,18.991809157865646,7.095587069856265,8.095325045818754,15.439287679866538
rolling_phased_ps_182_psf_-91_v3.3_10yrs,40.93799125152981,432.0,131469.563318,10.824348266737367,20614.0,17579.844692593102,812.0,2.088083872644347,5.028603301900148,172.74841903337466,26.309782796070696,24.862430007638977,14.959363629130166,5.992135321546812,7.024578244145232,7.9955178316704405
