,3x2ptFoM Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median WeakLensingNvisits gri band non-DD HealpixSlicer,Total detected SNNSNMetric_reducen_sn DDF excluded HealpixSlicer,Total detected SNSLMetric HealpixSlicer,Total detected KNePopMetric_all_multi_color_detect all models UserPointsSlicer,Effective Area (deg) Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,fONv MedianNvis fO HealpixSlicer,Median Median Inter-Night Gap WFD all bands HealpixSubsetSlicer,Median Median Inter-Night Gap WFD r band HealpixSubsetSlicer,Mean Median Season Length WFD all bands HealpixSubsetSlicer,Median Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median Median Inter-Night Gap WFD u band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD g band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD i band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD z band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD y band HealpixSubsetSlicer
rolling_phased_ps_182_psf_0_v3.3_10yrs,41.35743658089447,430.0,138519.34961099998,10.141778726789727,21595.0,17693.98862834182,811.0,2.9077073294174625,5.98177015201145,178.57243017706614,26.338297704769797,25.45064876010838,17.435553400206118,6.8462834764486615,7.979519718412121,11.463789073548469
rolling_phased_ps_182_psf_91_v3.3_10yrs,40.213739315676364,429.0,106570.993718,10.016491069120569,20669.0,17400.23585251791,810.0,2.9821708843592205,6.99344363714772,211.5934742132266,26.261184016763846,25.984296880182228,18.899488147173543,7.958665602731344,9.002010377531406,16.931629146252817
rolling_phased_ps_182_v3.3_10yrs,41.35743658089447,430.0,138519.34961099998,10.141778726789727,21595.0,17693.98862834182,811.0,2.9077073294174625,5.98177015201145,178.57243017706614,26.338297704769797,25.45064876010838,17.435553400206118,6.8462834764486615,7.979519718412121,11.463789073548469
rolling_shift_start_sh1_-0.25_sh2_0.25_sh3_0.75_v3.3_10yrs,41.7474228944594,432.0,145107.79932,10.160917893968323,22814.0,17770.364350056036,812.0,2.92414718222426,6.025250348455302,176.3369960062612,26.383660476028233,25.942876765599067,18.53325650179977,7.007125321724743,8.009676601162937,13.499439342234837
rolling_shift_start_sh1_-0.25_sh2_0.5_sh3_1_v3.3_10yrs,41.63817022840176,431.0,144207.675789,10.08715423784094,22645.0,17734.274723311955,811.0,2.916861580730256,6.003858899062834,176.06017243677258,26.37736216950178,25.90202250394941,18.347679537333534,6.9897719726377545,8.004787640647919,13.895688970400442
rolling_shift_start_sh1_0_sh2_0.5_sh3_1_v3.3_10yrs,41.628329901665225,429.0,146045.69447699998,10.17236657026899,22456.0,17731.756842376322,808.0,2.9003727746858203,6.0194221056153765,174.94288068539373,26.376453672103874,25.993921371522447,18.42413230026432,6.943859426653944,7.987693963172205,13.096053089677298
rolling_shift_start_sh1_0_sh2_0_sh3_0_v3.3_10yrs,41.87274095535702,430.0,150895.631781,10.390883247419868,23239.0,17798.900333993217,809.0,2.9444985574409657,6.748495686493698,177.6671196189307,26.397875544323668,26.877430016513244,18.991809157865646,7.095587069856265,8.095325045818754,15.439287679866538
roman_v3.3_10yrs,41.73564112606802,429.0,151272.001051,10.289563224930198,22876.0,17747.703421635335,808.0,2.8856977172963525,5.99683783313958,175.67774727718714,26.39232884538682,25.948479668149957,18.439403161461087,6.959552464995795,7.957602479908019,12.397705907331328
scp_reweight_v3.3_10yrs,41.68830704502021,423.0,148625.073532,10.12963220293374,22701.0,17746.024834344913,800.0,2.9050851835436333,6.027573869245316,176.75810778342938,26.382583183966943,25.932120754543575,18.058562879166857,6.985949678224642,8.002820663175953,13.53082142700805
smc_lmc_v3.3_10yrs,41.50754219134578,424.0,146642.12404700002,10.150772951079592,22579.0,17673.00628721154,801.0,2.9066675424146524,6.034648494111025,177.0973320363767,26.378949174802912,25.951846306037623,18.029769228814985,6.99168319499222,7.993360199514427,13.093522022332763
twenty_nr_cycles_4_v3.3_20yrs,41.712893558508846,855.0,302339.037612,,456.0,17741.828366118858,1613.0,2.996569504481158,7.444137523190875,183.76837654371806,26.390142535172245,27.974291495851503,21.845784791832557,8.07175945979543,9.524736204941291,18.338908257344883
twenty_nr_cycles_8_v3.3_20yrs,41.57410932595945,856.0,299543.415833,,444.0,17672.16699356633,1615.0,2.9305110209970735,6.151649724008166,180.08895199599837,26.393832527054194,26.450998248874384,19.488927576883725,7.019151400701958,8.020541160341963,13.994146475692105
twenty_nr_cycles_9_v3.3_20yrs,41.57410932595945,856.0,299422.85065100004,,444.0,17672.16699356633,1618.0,2.916136064708553,6.053398430936795,179.8910805756125,26.393832527054194,26.04998610977782,19.414823926586905,6.99588390720055,7.993159585150352,13.080568643181323
u_exp_25_v3.3_10yrs,41.85543395456958,433.0,153483.409706,10.29155495782328,23018.0,17793.025278476736,817.0,2.886239103117987,6.005158027095604,176.86081811408215,26.396849421429447,25.95221834287804,18.020306583894126,6.948969976067019,7.962982006079983,11.020032217122207
u_exp_30_v3.3_10yrs,41.795014683946064,430.0,152910.228661,10.33930749705235,22962.0,17775.4001119273,811.0,2.883917419851059,6.012961894979526,176.0280820268672,26.391882854979453,25.930451747179177,17.963355572395812,6.955074217599758,7.955133380746702,12.05997631696664
u_exp_40_v3.3_10yrs,41.62195226239504,423.0,147281.888025,10.37451735648197,22673.0,17715.81026311731,798.0,2.872971968161437,6.102199493640001,176.19587146310093,26.382860205006338,25.866070982780002,17.935174115635164,6.981207933898986,7.977664086740333,13.040241328966658
u_exp_50_v3.3_10yrs,41.52752487294261,416.0,142762.353558,10.507501357233137,22554.0,17693.14933469661,836.0,2.890199257275526,6.925984268891625,177.0793352714629,26.373500939217223,25.910406258955845,18.901692868665123,7.0040099563539115,8.038153333016453,12.9711496194941
u_exp_60_v3.3_10yrs,41.43658198191933,410.0,138407.284882,10.527573435304891,22487.0,17667.13123169506,823.0,2.876008025559713,6.971848111523286,177.0486829221947,26.366803730097494,25.844322261233174,18.488198975239357,7.029487063111446,8.026063828132465,13.02310522476182
u_exp_othershort_38_other29_v3.3_10yrs,41.56816842114462,435.0,147825.33908399998,10.520767342744355,22914.0,17705.738739374778,820.0,2.8455077754297236,6.018193708594481,177.3453747470652,26.37611009356271,25.945111176544742,17.936653322714847,6.946949439046875,7.923234493726341,11.045021648656984
weather_cloudso0v3.3_10yrs,41.795014683946064,430.0,152910.228661,10.33930749705235,22962.0,17775.4001119273,811.0,2.883917419851059,6.012961894979526,176.0280820268672,26.391882854979453,25.930451747179177,17.963355572395812,6.955074217599758,7.955133380746702,12.05997631696664
weather_cloudso10v3.3_10yrs,41.8030932297496,456.0,157867.065719,10.821706692998136,23502.0,17749.382008925757,859.0,2.882294618160813,5.979168354882859,178.46164600722906,26.407010706692116,25.4908992417877,17.475296223914484,6.952634605335334,7.937744097562245,11.045768454438075
weather_cloudso12v3.3_10yrs,41.93752732619981,454.0,155286.11601599999,10.89682421702582,23268.0,17817.364794187863,856.0,2.8027969503746135,5.970276048527012,175.97405713421892,26.40363479787057,25.000401289056754,17.37019949419482,6.910785363143077,7.859681536181597,10.068257494254794
weather_cloudso14v3.3_10yrs,41.91843417344149,457.0,154204.88950400002,10.79149905842226,23514.0,17801.41821492885,861.0,2.7938831973879132,5.911068371780857,174.23620546234423,26.407376645244774,24.889845772057015,17.92845087191381,6.162003826651926,7.8692880779271945,10.034702963981545
weather_cloudso16v3.3_10yrs,41.931172225379484,459.0,156526.221526,10.96456342062851,23632.0,17790.507397541103,864.0,2.1696166668261867,5.932976802800113,176.0658348163669,26.416183091381598,24.898348910375717,17.666227377158066,6.153476181025326,7.384855678787062,9.912703448575485
weather_cloudso18v3.3_10yrs,41.872067800770736,461.0,155153.43613,10.809681454964869,23794.0,17770.364350056036,869.0,2.4931716944392974,5.942866855117245,178.74977045083625,26.412482049989737,24.93412152063138,17.868985128854547,6.541126199341306,7.769124489470414,9.493112404452404
weather_cloudso1v3.3_10yrs,41.80148350530733,437.0,157330.832728,10.549797778363224,22904.0,17756.935651732656,823.0,2.779505804672226,5.930901323037688,174.85366350531976,26.40275668873651,25.3654996089208,17.93210986444683,6.827054748900991,7.94191522820438,10.960406096312
weather_cloudso20v3.3_10yrs,41.87550348134208,458.0,151060.083865,10.896659843814385,23389.0,17789.668103895892,861.0,2.8246456631168257,5.959660721036926,177.4289132862258,26.403272761881745,24.733984617447277,17.064686585810705,6.890506924497458,7.908110632059106,9.997748038140344
weather_cloudso2v3.3_10yrs,41.98698347016597,443.0,161303.299929,10.640749082272645,23453.0,17819.882675123496,834.0,2.413238521774474,5.9354648809094215,176.37963880304002,26.41427717580835,25.397786140638345,17.9171489157452,6.076854364335304,7.472286737698596,10.094499083767005
weather_cloudso30v3.3_10yrs,41.712793966215514,443.0,147209.70942199999,10.682645152223692,22760.0,17739.31048518322,835.0,2.75956513347046,5.932514467775036,174.69171020973383,26.39137819514763,25.88732434877238,17.982837357907556,6.709325885931321,7.946997981518507,11.93554356268578
weather_cloudso31v3.3_10yrs,41.864396138628024,445.0,150661.072721,10.862393926564357,22675.0,17777.078699217724,838.0,2.868054811569891,5.969889945808973,177.49119526521133,26.40715892279248,25.884449373184907,17.861276476000057,6.924064942577388,7.967329509807314,13.099202279554447
weather_cloudso35v3.3_10yrs,41.806982096263326,450.0,152418.230438,10.764924857202821,23193.0,17755.257064442234,848.0,2.826742724952055,5.9803299303821404,175.007524018751,26.404900285473662,24.998919336576364,17.89440737217228,6.901363464407041,7.934493216667761,10.057461503885861
weather_cloudso36v3.3_10yrs,41.821055280104126,451.0,151055.433085,10.807374561607794,23338.0,17768.685762765614,850.0,2.879026952361528,5.95782347200111,177.3398192710878,26.40129830276255,25.787678404718463,18.367739466661078,6.909723420347291,7.963208166471304,11.561147381464252
weather_cloudso4v3.3_10yrs,42.057669124081656,452.0,159948.904939,10.772063034620235,23865.0,17827.436317930395,851.0,2.159265428163053,5.906146489061939,175.7251557513051,26.427900284443915,25.065967686350632,17.500732235777832,6.120962217803026,7.71901705548953,9.990123268973548
weather_cloudso6v3.3_10yrs,42.095628458564036,466.0,165062.16497699998,11.059199084651675,24168.0,17843.382897189407,878.0,2.135792012719321,5.879522059862211,178.3045904353393,26.428904954856478,24.968682309270662,16.95193122429191,6.072452131360478,7.138389512627327,9.885541202515014
weather_cloudso8v3.3_10yrs,41.92844166043126,457.0,153352.82889,10.723563226156605,23701.0,17797.221746702795,860.0,2.859964346007473,5.946338803558319,178.80831627522832,26.41198121051233,25.001856464754383,17.85470806784724,6.905925230097637,7.937146802565621,10.041201849846402
