run_name,3x2ptFoM Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median WeakLensingNvisits gri band non-DD HealpixSlicer,Total detected SNNSNMetric_reducen_sn DDF excluded HealpixSlicer,Total detected SNSLMetric HealpixSlicer,Total detected KNePopMetric_all_ztfrest_simple all models UserPointsSlicer,Effective Area (deg) Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median Exgalm5WithCuts i band non-DD year 10 HealpixSlicer,Median Median Inter-Night Gap WFD all bands HealpixSubsetSlicer,Median Median Inter-Night Gap WFD r band HealpixSubsetSlicer,Mean Median Season Length WFD all bands HealpixSubsetSlicer,fONv MedianNvis fO HealpixSlicer,Median Median Inter-Night Gap WFD u band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD g band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD i band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD z band HealpixSubsetSlicer,Median Median Inter-Night Gap WFD y band HealpixSubsetSlicer
baseline_v4.1_10yrs,40.86019930006702,401.0,100612.557306,9.416999095307794,3915.0,17565.57670062451,26.301958511971886,3.010227747314275,7.069357148011477,177.9739003753008,775.0,25.945029040150985,20.434513032683753,8.05831209956159,9.115451592231693,19.956403784553913
baseline_v4.2_10yrs,40.701891389249184,396.0,97923.05458699999,9.247995930941109,3805.0,17537.88001033254,26.285999605119727,3.017206941256518,7.977390066575026,183.86774084321243,766.0,26.86866430009104,20.963506607140516,8.726311677150079,9.894480013272187,21.10003740850152
baseline_v4.3.5_10yrs,40.829608775927255,397.0,98191.032322,,3826.0,17572.2910497862,26.29371591490047,3.01156940164401,7.971271070133298,183.62945026572848,765.0,26.444134286492044,20.93945361329679,8.855761401291602,9.950165959255173,20.959868726340574
baseline_v5.0.1_10yrs,41.268264133497766,411.0,106902.53933,10.589267553481337,4258.0,17695.667215632242,26.320259639838447,2.9760366981809057,7.973520535040734,188.4034091065892,778.0,25.77407150741419,19.910821903602482,8.84690601525108,9.784592681939102,18.366103158845362
baseline_v5.1.0_10yrs,40.9402383151768,407.0,102462.60976800001,11.357339532609627,4159.0,17626.005843079714,26.290441437656032,2.9449482122727204,7.930022554908646,179.69607204754078,762.0,25.992356365401065,19.013434344500638,8.004452447741642,9.203022444646194,19.88463410060649
fid_seeing1_v5.1.0_10yrs,40.96628457425166,408.0,101777.340609,11.247982003400496,4146.0,17630.20231130577,26.29327208685595,2.9484703937050654,7.974511782786067,180.22975860563915,762.0,25.962784259892942,18.951246762251685,8.020350658862299,9.579122331060717,20.460115793828663
fid_seeing2_v5.1.0_10yrs,40.98566869366492,407.0,101985.718097,11.342336862469775,4100.0,17625.166549434503,26.298885971660418,2.9489928308285016,7.953429094890453,179.58122309587122,762.0,25.957049171800463,18.93414393418425,7.998251332635846,9.167003661077615,19.988283265938662
no_tt_v5.1.0_10yrs,41.0535105333503,407.0,101818.436365,10.66666743714491,4136.0,17660.416882533373,26.29594336266092,2.9662360382353654,7.960943932061127,178.8482250179799,761.0,26.446682474799672,19.01059816867746,8.00022551660004,9.12441547869821,20.00116911412806
retro_baseline_v2.0_10yrs,34.60210036528449,446.0,74866.992902,8.464468313682344,2088.0,15092.178328187203,26.25368893028,3.887056930012477,8.96666875153096,164.96436134767154,844.0,22.934029764814113,19.507280846541107,9.984025829922757,13.902530365732673,22.40323615219677
weather_cloudso0v5.1.0_10yrs,40.94684037472902,408.0,,11.35028159304667,,17631.04160495098,26.28946997025965,2.9474175553659734,7.868132305009567,179.64688012321517,763.0,25.971089826614843,18.934865470044315,8.007158587892263,9.531586663839335,19.93058360507348
weather_cloudso10v5.1.0_10yrs,41.36653387762482,446.0,114302.752575,,4569.0,17734.274723311955,26.321804066654575,2.9266059753390437,6.986832736471115,186.35860687401563,835.0,24.17172500612287,17.889067357233216,7.914238014631337,8.912173656801315,17.471970005157345
weather_cloudso12v5.1.0_10yrs,,,,,,,,2.9184931190902716,7.018684202261284,184.01035831306595,831.0,24.940529433712072,18.038653976307614,7.923497050556762,8.930472505924627,17.44430980933612
weather_cloudso14v5.1.0_10yrs,,445.0,,,,,,2.9211805123450176,6.968187953651068,184.36129256847994,832.0,24.49230396009989,18.49149717960063,7.832727168570273,8.885939159750706,17.469339731904256
weather_cloudso16v5.1.0_10yrs,41.37494521531768,,,,4507.0,17733.435429666744,26.323810076901484,2.8855936594645755,6.968294430016613,183.1206533007909,838.0,24.48386236312581,17.92811039532353,7.831622382138448,8.416008237581991,16.977355540446297
weather_cloudso18v5.1.0_10yrs,,,,12.315855718735902,,,,2.8928711280605057,6.97593596049046,185.45577740462159,855.0,24.48188607523116,17.87890664272345,7.170762348903736,8.452896021146444,16.530352577168742
weather_cloudso1v5.1.0_10yrs,41.18764354429159,410.0,,,4325.0,17683.077810954073,26.310653290156093,2.9600715143860725,7.882617962794029,179.7469859333875,766.0,26.453126049724233,19.40641642888295,7.983873550716453,9.510424332172988,19.855469065749276
weather_cloudso20v5.1.0_10yrs,41.24576973726852,450.0,112839.57448400001,,4489.0,17707.4173266652,26.310793975737617,2.9139968495073845,6.9786802935632295,185.55322175538535,841.0,24.935069189674323,17.929783897458037,7.874170999020862,8.705078628277988,16.88441309902555
weather_cloudso2v5.1.0_10yrs,,416.0,,,,,,2.929973188602162,7.0260279354261,179.10996590759672,779.0,25.949736196926096,18.933951444691047,7.969065012781357,9.053472302324735,19.020280757828004
weather_cloudso30v5.1.0_10yrs,41.0625807852434,434.0,108214.28427399999,12.00214752240235,4446.0,17646.988184209993,26.303377110041318,2.9169816334288043,7.009488682877418,183.01689224694434,813.0,25.762484967410273,18.44035783000436,7.930534842924317,8.996029842210191,17.94158209895977
weather_cloudso31v5.1.0_10yrs,,436.0,,12.297258475708283,4417.0,,,2.9264795239505474,7.01131740571509,184.65612317382434,817.0,24.970244808793723,18.43804722027926,7.945677013532986,8.981776257784077,17.939631071803888
weather_cloudso35v5.1.0_10yrs,,,,,,,,2.922066763185285,7.001236736052306,184.6000609909951,810.0,24.9446409019165,18.748205273619533,7.948965752068034,8.973612795220106,17.989789392353487
weather_cloudso36v5.1.0_10yrs,41.343024500245406,443.0,115165.797261,12.113551592783434,4468.0,17734.274723311955,26.317283527005532,2.9211549138381088,6.991011351161433,185.51545824426663,830.0,24.95255805927627,17.971337852935903,7.842966337631879,8.938005688120029,18.090046092947887
weather_cloudso4v5.1.0_10yrs,41.41530112980334,432.0,113795.033016,,,17741.828366118858,26.32787466938798,2.9237486833189905,7.01511102159202,179.742859633775,809.0,25.512706599647572,18.8942550817992,7.960345449282613,8.968964428324398,17.419291752923527
weather_cloudso6v5.1.0_10yrs,,,,,,,,2.8949955287916964,6.964765563569017,182.94024411791858,832.0,25.50305308395764,17.908540866414114,7.881834578613052,8.588468253868996,17.988570051387796
weather_cloudso8v5.1.0_10yrs,,,113547.59042600001,,,,,2.9283219630015083,6.992769804352065,185.85321529052533,833.0,24.914496911449532,17.99861709639663,7.948488221229127,8.995585754186322,17.937984362422867
